external_user_id,q1_approval_trump,q3_congress,q4_state_gov,q5_local_gov,q6_repub_congress,q7_dems_congress,q8_follow_news,q34_political_views,q9_change_political_view,q25_time_spent_news,q27_news_trust_exist,q15_description_before_sophistic,q16_next_inline_potus,q17_branches_us_gov,q19_num_senators_state,q21_johnroberts_position,q22_num_seats_by_party,q23_num_women_justices,q24_sanctuary_cities,q30_education_enrolled,q31_emp_status,q32_self_emp_both,q33_marital_status,q35_religion,q36_today_politcal_aff,q26_trust_media,demo_ethnicity,demo_marital_status,demo_age,demo_income,demo_employment_status,demo_government_job,demo_teacher,demo_religious_preference,demo_residence_own_rent,demo_registered_voter,demo_political_affiliation,demo_race_2015_new,demo_education_new,demo_gender,demo_division,q28_trusted_source,demo_age_group,demo_job_position,demo_job_area,demo_state_color
4224790730_78419_01,2.0,4.0,3.0,2.0,4.0,3.0,1.0,Moderate,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,,Christian,Lean Democrat,A fair amount,No,,47.0,,,,,,,,,White,Four year bachelor’s degree,Male,New England Division,npr,45_to_54,na,na,Blue
4182959222_78419_01,2.0,3.0,2.0,2.0,4.0,3.0,1.0,Liberal,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,4.0,Christian,Democrat,A fair amount,No,Divorced,67.0,"$25,000 to $34,999",Retired,,,Christianity,Own,Yes,Democrat,White,High school grad,Female,Pacific Division,msnbc,above_65,na,na,Blue
4126074093_78419_01,2.0,4.0,4.0,3.0,5.0,4.0,2.0,Liberal,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,Not very much,No,Married,64.0,"$50,000 to $74,999",Employed Full Time,Yes,No,,,Yes,Lean Democrat,White,High school grad,Female,Middle Atlantic Division,npr,55_to_64,na,na,Red
4135946550_78419_01,1.0,4.0,2.0,3.0,3.0,5.0,2.0,Very conservative,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,37.0,"$25,000 to $34,999",Homemaker,,,,,,,White,Four year bachelor’s degree,Female,East South Division,na,35_to_44,na,na,Red
4142192547_78419_01,2.0,3.0,2.0,3.0,3.0,3.0,2.0,Conservative,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Other Religion,Republican,A fair amount,No,Single,23.0,"$25,000 to $34,999","Employed part-time, but not a full-time student",,No,Judaism,Rent,Yes,Republican,White,High school grad,Male,Middle Atlantic Division,wall_street_journal,18_to_24,na,na,Blue
4182961745_78419_01,1.0,3.0,4.0,2.0,3.0,3.0,1.0,Conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,5.0,Christian,Republican,Not very much,No,Married,59.0,"$150,000 to $199,999",Retired,,,Christianity,Own,Yes,Republican,White,Some college,Female,South Atlantic Division,fox,55_to_64,na,na,Purple
4191198745_5107_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4222259881_78419_01,1.0,4.0,1.0,2.0,5.0,5.0,2.0,Moderate,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Christian,Lean Republican,Not very much,No,Never Married,34.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,East North Division,na,25_to_34,Managerial,Manufacturing or Construction,Red
1779107030_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4209513304_78419_01,1.0,5.0,2.0,3.0,4.0,5.0,1.0,Conservative,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,Christian,Republican,Not very much,Yes,Married,71.0,,,,,,,Yes,Don't Know,Hispanic,Some college,Male,West South Division,bret_baier,above_65,na,na,Red
4210174466_78419_01,1.0,3.0,2.0,2.0,3.0,5.0,2.0,Very conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,Christian,Republican,Not very much,No,Married,44.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,fox,35_to_44,Managerial,Other,Red
1950344215_78419_01,1.0,5.0,1.0,3.0,4.0,5.0,1.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,65.0,"$75,000 to $99,999",Homemaker,,,Christianity,Own,Yes,Republican,White,Four year bachelor’s degree,Female,East South Division,cbn,above_65,na,na,Red
4210169966_78419_01,2.0,4.0,5.0,2.0,4.0,2.0,1.0,Liberal,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,75.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,West North Division,cnn,above_65,na,na,Red
4224807822_78419_01,2.0,4.0,2.0,2.0,4.0,3.0,1.0,Liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,2.0,2.0,1.0,Christian,Democrat,A great deal,No,,61.0,,,,,,,,,White,Some postgraduate or professional school or degree,Female,Middle Atlantic Division,msnbc,55_to_64,na,na,Blue
4224816386_78419_01,2.0,4.0,3.0,3.0,5.0,2.0,1.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Democrat,A great deal,No,,54.0,,,,,,,,,Black,Four year bachelor’s degree,Male,South Atlantic Division,washington_post,45_to_54,na,na,Red
031240_S01_HH,1.0,4.0,1.0,2.0,4.0,5.0,1.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,5.0,Christian,Republican,None at all,No,Married,71.0,,Retired,Yes,,Christianity,Own,Yes,Republican,White,Some college,Male,South Atlantic Division,fox,above_65,Managerial,na,Red
4210173422_78419_01,1.0,4.0,2.0,1.0,4.0,4.0,2.0,Moderate,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,A fair amount,No,Married,73.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,Four year bachelor’s degree,Male,West South Division,wall_street_journal,above_65,na,na,Red
4033117520_78914_01,1.0,4.0,5.0,3.0,2.0,5.0,1.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,Christian,Independent,Not very much,No,Single,50.0,"$35,000 to $49,999",Employed Full Time,No,No,Christianity,Own,Yes,Independent,White,Some college,Male,South Atlantic Division,na,45_to_54,Managerial,Healthcare,Red
4098573545_78419_01,1.0,5.0,2.0,1.0,4.0,5.0,2.0,Conservative,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Married,50.0,"$50,000 to $74,999",Employed Full Time,Refused,No,Christianity,Own,Yes,Independent,White,Four year bachelor’s degree,Male,East North Division,na,45_to_54,Professional,Other,Red
4193010875_78419_01,1.0,5.0,3.0,3.0,4.0,5.0,1.0,Very conservative,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Republican,None at all,No,Married,71.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,High school grad,Male,South Atlantic Division,na,above_65,na,na,Purple
087717_S02_01,1.0,5.0,4.0,4.0,3.0,5.0,1.0,Conservative,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,Christian,Lean Republican,Not very much,No,Married,69.0,"$200,000 or more",Employed Full Time,No,No,Christianity,Own,Yes,Lean Republican,White,Some college,Male,South Atlantic Division,one_news_now,above_65,Professional,Finance/Insurance/Real Estate,Purple
4142230719_78419_01,2.0,3.0,2.0,3.0,5.0,4.0,2.0,,,6.0,,1.0,0.0,1.0,1.0,0.0,,,,0.0,1.0,2.0,,,,A fair amount,No,Divorced,63.0,"$35,000 to $49,999",Employed Full Time,Refused,No,Other,Own,Yes,Independent,White,Some college,Female,East North Division,na,55_to_64,Other,Manufacturing or Construction,Red
4182939759_78419_01,2.0,3.0,2.0,3.0,3.0,3.0,2.0,Conservative,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,Christian,Lean Republican,Not very much,No,Never Married,59.0,"$35,000 to $49,999",Employed Full Time,Refused,,Christianity,Own,,,White,Some college,Male,East North Division,na,55_to_64,Other,Manufacturing or Construction,Red
4224783689_78419_01,1.0,4.0,5.0,2.0,4.0,5.0,1.0,Conservative,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,4.0,No Religion/Atheist/Agnostic,Republican,Not very much,No,Divorced,69.0,"$75,000 to $99,999",Retired,,,Nonreligious/Secular,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Female,East North Division,na,above_65,na,na,Blue
4205991466_78419_01,1.0,2.0,2.0,4.0,2.0,3.0,3.0,Very conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,30.0,"$50,000 to $74,999",Homemaker,,,Christianity,Own,Yes,Republican,White,Technical or vocational school,Female,East North Division,msnbc,25_to_34,na,na,Red
4175653290_92326_01,2.0,5.0,3.0,3.0,5.0,3.0,2.0,Liberal,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Living with a Partner,30.0,"$75,000 to $99,999",A full-time student,,,Nonreligious/Secular,Rent,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,Middle Atlantic Division,economist,25_to_34,na,na,Blue
4174338467_78419_01,2.0,4.0,3.0,2.0,4.0,3.0,2.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,42.0,,Employed Full Time,Refused,,Nonreligious/Secular,Own,,,White,Four year bachelor’s degree,Male,Pacific Division,cnn,35_to_44,Managerial,Finance/Insurance/Real Estate,Blue
1578235620_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4182957816_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4109843576_78419_01,1.0,3.0,2.0,2.0,2.0,3.0,3.0,Conservative,2.0,5.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,A fair amount,No,Married,50.0,"$50,000 to $74,999",Employed Full Time,,No,,,Yes,Republican,White,High school grad,Female,East South Division,local_news,45_to_54,na,na,Red
4198724927_78419_01,1.0,5.0,3.0,3.0,4.0,5.0,2.0,Conservative,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,53.0,"$50,000 to $74,999",Employed Full Time,No,,Christianity,Own,Yes,Lean Republican,White,High school grad,Male,West North Division,rush_limbaugh,45_to_54,Service/Labor,Law or Public Policy,Red
4224780486_78419_01,2.0,5.0,3.0,3.0,5.0,4.0,1.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,Other Religion,Independent,A fair amount,No,Divorced,47.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",Refused,,Hinduism,Rent,Yes,Independent,Asian,Some postgraduate or professional school or degree,Female,South Atlantic Division,na,45_to_54,Sales/Retail,Retail,Purple
4222250952_78419_01,2.0,4.0,4.0,2.0,4.0,4.0,2.0,Liberal,3.0,5.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Democrat,A fair amount,Yes,Married,33.0,"$100,000 to $149,999",Employed Full Time,Refused,,Christianity,Rent,Yes,Democrat,Hispanic,Four year bachelor’s degree,Female,West South Division,na,25_to_34,Professional,Finance/Insurance/Real Estate,Red
4210169674_78419_01,1.0,3.0,1.0,4.0,2.0,4.0,1.0,Conservative,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,60.0,"$100,000 to $149,999",Retired,,,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,na,55_to_64,na,na,Blue
1590350021_78419_01,2.0,4.0,3.0,3.0,5.0,5.0,2.0,Moderate,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Living with a Partner,32.0,"$35,000 to $49,999",Employed Full Time,Don't Know,No,Christianity,Rent,Yes,Independent,White,Four year bachelor’s degree,Male,New England Division,na,25_to_34,Military,Other,Blue
4182954447_78419_01,1.0,4.0,3.0,3.0,3.0,4.0,2.0,Moderate,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,,65.0,"$50,000 to $74,999",,,,,,Yes,Republican,White,High school grad,Male,Mountain Division,na,above_65,na,na,Red
4141907838_78419_01,1.0,4.0,5.0,3.0,4.0,5.0,1.0,Very conservative,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,47.0,"$100,000 to $149,999",Employed Full Time,No,No,Christianity,Own,Yes,Republican,,Four year bachelor’s degree,Male,Pacific Division,na,45_to_54,Other,Law or Public Policy,Blue
4011251895_78914_01,2.0,5.0,2.0,2.0,5.0,4.0,1.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,,2.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Married,46.0,"$75,000 to $99,999",Employed Full Time,,No,Agnostic,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,Pacific Division,washington_post,45_to_54,na,na,Blue
4210170786_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4182971517_78419_01,1.0,3.0,3.0,3.0,3.0,3.0,3.0,Conservative,2.0,5.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Republican,Not very much,No,Married,50.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Republican,White,Some college,Male,East North Division,na,45_to_54,Professional,Science/Engineering/Architecture,Red
4182940072_78419_01,2.0,4.0,4.0,4.0,5.0,3.0,2.0,Liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Divorced,53.0,"$50,000 to $74,999",Employed Full Time,Refused,,Nonreligious/Secular,Own,Yes,Lean Democrat,White,Some college,Male,East North Division,pbs,45_to_54,Professional,Healthcare,Red
4224789899_78419_01,2.0,5.0,2.0,2.0,5.0,4.0,1.0,Liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,4.0,Christian,Lean Democrat,A fair amount,No,Divorced,53.0,"$75,000 to $99,999",Employed Full Time,,,Christianity,Own,Yes,Lean Democrat,White,Four year bachelor’s degree,Female,Pacific Division,npr,45_to_54,na,na,Blue
145816_3992_01,2.0,3.0,2.0,2.0,3.0,3.0,1.0,Moderate,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,5.0,Christian,Independent,A fair amount,No,Widowed,85.0,"Under $15,000",Retired,,,Nonreligious/Secular,Own,Yes,Lean Republican,White,Four year bachelor’s degree,Male,West North Division,public_tv,above_65,na,na,Red
4224765755_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
1699003079_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4109790327_78419_01,1.0,5.0,3.0,2.0,4.0,5.0,2.0,Conservative,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,Yes,Married,54.0,,Retired,,,,,,,Hispanic,Some college,Male,East South Division,breitbart,45_to_54,na,na,Red
4030996615_78914_01,2.0,4.0,3.0,2.0,5.0,1.0,1.0,Liberal,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Democrat,A great deal,No,Married,46.0,"$100,000 to $149,999",Employed Full Time,No,,Christianity,Rent,Yes,Democrat,White,Four year bachelor’s degree,Male,South Atlantic Division,washington_post,45_to_54,Professional,Other,Red
4198701132_78419_01,2.0,5.0,3.0,2.0,5.0,2.0,1.0,Moderate,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Married,69.0,"$50,000 to $74,999",Retired,,,Nonreligious/Secular,Own,Yes,Lean Democrat,White,Some college,Male,West North Division,rachel_maddow,above_65,na,na,Red
4142240154_78419_01,2.0,3.0,2.0,4.0,4.0,3.0,2.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,No Religion/Atheist/Agnostic,Democrat,Not very much,No,Divorced,60.0,"$25,000 to $34,999","Employed part-time, but not a full-time student",,No,Nonreligious/Secular,Rent,Yes,Democrat,White,Some college,Male,New England Division,na,55_to_64,na,na,Blue
079705_S02_02,1.0,2.0,5.0,5.0,1.0,4.0,1.0,Moderate,1.0,5.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,2.0,No Religion/Atheist/Agnostic,Republican,None at all,No,Married,66.0,"$50,000 to $74,999",Retired,Yes,,Atheist,Own,Yes,Republican,White,Some college,Male,Pacific Division,na,above_65,Service/Labor,Other,Blue
4191212204_5107_01,1.0,4.0,3.0,2.0,3.0,4.0,2.0,Moderate,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,2.0,2.0,2.0,Christian,Lean Republican,A fair amount,No,Married,51.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",Refused,No,Christianity,Own,Yes,Independent,White,Some college,Female,East North Division,abc,45_to_54,Other,Education/Training/Library,Red
84088244_23694_01,2.0,5.0,4.0,3.0,5.0,3.0,1.0,Liberal,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,4.0,Other Religion,Democrat,A great deal,No,Divorced,72.0,"$35,000 to $49,999",Retired,No,,Judaism,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,South Atlantic Division,cnn,above_65,Professional,Healthcare,Red
4224785301_78419_01,1.0,2.0,2.0,1.0,1.0,4.0,2.0,Very conservative,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,45.0,"$150,000 to $199,999",Employed Full Time,Yes,No,Atheist,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,New England Division,na,45_to_54,Professional,Education/Training/Library,Blue
165733_3992_01,2.0,4.0,2.0,2.0,5.0,3.0,2.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,3.0,,1.0,Christian,Independent,A fair amount,No,Never Married,62.0,"$75,000 to $99,999",Retired,Yes,,Christianity,Rent,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,npr,55_to_64,Professional,Education/Training/Library,Purple
1950370894_78419_01,2.0,5.0,3.0,2.0,5.0,4.0,2.0,Moderate,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,39.0,"$200,000 or more",Employed Full Time,,No,Atheist,Own,Yes,Democrat,White,Four year bachelor’s degree,Male,Pacific Division,npr,35_to_44,na,na,Blue
1657289187_78419_01,1.0,4.0,2.0,4.0,4.0,4.0,2.0,Conservative,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,42.0,"$50,000 to $74,999",Employed Full Time,Refused,No,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,na,35_to_44,Managerial,Manufacturing or Construction,Red
4142208878_78419_01,2.0,5.0,5.0,2.0,5.0,3.0,2.0,Liberal,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Lean Democrat,A fair amount,No,Married,65.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",Refused,,Christianity,Own,Yes,Lean Democrat,White,High school grad,Male,West North Division,npr,above_65,Sales/Retail,Retail,Red
4017389759_78914_01,2.0,5.0,4.0,4.0,5.0,4.0,1.0,Moderate,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,No Religion/Atheist/Agnostic,Lean Republican,A fair amount,Don't Know/Refused,Married,38.0,"$50,000 to $74,999",Employed Full Time,No,No,Christianity,Own,Yes,Independent,Black,Some postgraduate or professional school or degree,Female,South Atlantic Division,npr,35_to_44,Other,Other,Red
4193042072_78419_01,2.0,4.0,2.0,4.0,4.0,3.0,2.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,,2.0,Christian,Independent,A fair amount,No,Married,64.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Independent,White,High school grad,Female,New England Division,cnn,55_to_64,na,na,Blue
4224797712_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
033398_S01_01,2.0,4.0,3.0,3.0,5.0,3.0,1.0,Moderate,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,Christian,Independent,A fair amount,No,Married,48.0,"$150,000 to $199,999",Employed Full Time,No,No,Christianity,Own,Yes,Independent,White,Some postgraduate or professional school or degree,Male,East North Division,na,45_to_54,Managerial,Education/Training/Library,Red
1879211721_78419_01,2.0,5.0,4.0,3.0,5.0,4.0,1.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Never Married,50.0,"$50,000 to $74,999",Employed Full Time,No,No,Nonreligious/Secular,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Female,East North Division,propublica,45_to_54,Professional,Community/Social Services,Red
4209517205_78419_01,1.0,5.0,2.0,2.0,4.0,5.0,1.0,Conservative,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,2.0,Christian,Lean Republican,Not very much,No,Married,73.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Republican,White,High school grad,Female,East North Division,sean_hannity,above_65,na,na,Red
4210181061_78419_01,2.0,5.0,4.0,4.0,4.0,4.0,2.0,Moderate,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Christian,Lean Republican,Not very much,No,Never Married,29.0,"$50,000 to $74,999",Employed Full Time,No,Yes,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Female,Middle Atlantic Division,na,25_to_34,Professional,Education/Training/Library,Blue
4098575346_78419_01,2.0,5.0,3.0,3.0,5.0,5.0,2.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Married,39.0,"$100,000 to $149,999",Employed Full Time,Yes,Yes,Christianity,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,New England Division,new_york_times,35_to_44,Professional,Education/Training/Library,Blue
4142223887_78419_01,2.0,3.0,3.0,1.0,4.0,3.0,1.0,Moderate,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,,2.0,Christian,Lean Democrat,A fair amount,No,Married,52.0,"$100,000 to $149,999",Homemaker,,,Christianity,Own,Yes,Independent,Asian,Some college,Female,West North Division,bbc,45_to_54,na,na,Red
4183003645_78419_01,1.0,5.0,5.0,1.0,4.0,5.0,1.0,Conservative,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,1.0,Christian,Lean Republican,None at all,No,Never Married,58.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Independent,White,High school grad,Female,Pacific Division,fox|oan,55_to_64,Secretarial/Clerical,Finance/Insurance/Real Estate,Blue
4224772926_78419_01,2.0,4.0,4.0,3.0,3.0,4.0,2.0,Moderate,3.0,3.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Married,30.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Female,East South Division,na,25_to_34,Professional,Community/Social Services,Red
4205979396_78419_01,1.0,4.0,4.0,3.0,4.0,5.0,1.0,Conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,3.0,4.0,Christian,Lean Republican,Not very much,No,Divorced,62.0,"$100,000 to $149,999",Employed Full Time,Refused,,Nonreligious/Secular,Own,Yes,Lean Republican,White,Some college,Male,Pacific Division,fox,55_to_64,Professional,Computer/Information Systems/Mathematical,Blue
4210179754_78419_01,2.0,4.0,2.0,3.0,5.0,3.0,2.0,Moderate,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,Christian,Lean Republican,A fair amount,No,Never Married,32.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,Four year bachelor’s degree,Male,East North Division,vice,25_to_34,Professional,Science/Engineering/Architecture,Red
